DateKey,Date,CampaignID,AdSetID,CreativeID,AudienceID,Spend,Impressions,Reach,Frequency,Clicks,LinkClicks,AddToCart,Purchases,Revenue
20260405,4/5/2026,CMP_009,ADS_0050,CRV_00192,AUD_003,25.84,2261,1093,2.07,5,4,1,0,0
20260406,4/6/2026,CMP_009,ADS_0050,CRV_00192,AUD_003,48.21,3566,1013,3.52,7,5,1,0,0
20260407,4/7/2026,CMP_009,ADS_0050,CRV_00192,AUD_003,32.97,2555,989,2.58,5,4,1,0,0
20260408,4/8/2026,CMP_009,ADS_0050,CRV_00192,AUD_003,29.08,2400,622,3.86,6,4,2,0,0
20260409,4/9/2026,CMP_009,ADS_0050,CRV_00192,AUD_003,38.04,2915,1326,2.2,6,4,0,0,0
20260410,4/10/2026,CMP_009,ADS_0050,CRV_00192,AUD_003,31.55,2439,670,3.64,5,4,0,0,0
20260411,4/11/2026,CMP_009,ADS_0050,CRV_00192,AUD_003,24.44,1957,725,2.7,4,3,1,0,0
20260412,4/12/2026,CMP_009,ADS_0050,CRV_00192,AUD_003,29.8,2676,1356,1.97,5,4,1,0,0
20260413,4/13/2026,CMP_009,ADS_0050,CRV_00192,AUD_003,47.44,4287,2812,1.52,12,10,0,0,0
20260414,4/14/2026,CMP_009,ADS_0050,CRV_00192,AUD_003,25.52,2400,1014,2.37,5,4,0,0,0
20260415,4/15/2026,CMP_009,ADS_0050,CRV_00192,AUD_003,45.22,3708,987,3.76,8,6,2,0,0
20260416,4/16/2026,CMP_009,ADS_0050,CRV_00192,AUD_003,47.61,4399,1132,3.89,12,10,0,0,0
20260417,4/17/2026,CMP_009,ADS_0050,CRV_00192,AUD_003,36.46,2962,1343,2.21,6,5,1,0,0
20260418,4/18/2026,CMP_009,ADS_0050,CRV_00192,AUD_003,50.75,4821,2339,2.06,11,9,2,0,0
20260419,4/19/2026,CMP_009,ADS_0050,CRV_00192,AUD_003,35.03,2822,1221,2.31,5,4,2,0,0
20260306,3/6/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,41.86,3083,1486,2.07,58,49,6,1,64.02
20260307,3/7/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,55.04,4759,3107,1.53,61,53,6,1,54.1
20260308,3/8/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,34.86,2635,1289,2.04,31,24,2,0,0
20260309,3/9/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,38.7,3110,1144,2.72,42,37,6,1,62.41
20260310,3/10/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,39.94,3461,1135,3.05,53,41,5,1,58.94
20260311,3/11/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,37.31,3478,1096,3.17,53,47,5,1,62.79
20260312,3/12/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,47.74,3530,1953,1.81,47,39,5,1,58.64
20260313,3/13/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,28.89,2813,1170,2.4,31,26,2,0,0
20260314,3/14/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,51.39,4184,1464,2.86,45,38,5,1,62.22
20260315,3/15/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,27.78,2449,620,3.95,27,24,1,0,0
20260316,3/16/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,29.44,2538,780,3.25,27,24,2,0,0
20260317,3/17/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,53.56,4103,2189,1.87,37,30,1,0,0
20260318,3/18/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,38.61,3135,813,3.86,37,30,1,0,0
20260319,3/19/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,36.66,2679,1688,1.59,29,23,1,0,0
20260320,3/20/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,152.41,13440,7633,1.76,150,118,14,3,185.68
20260321,3/21/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,162.11,13844,6087,2.27,123,105,8,2,131.29
20260322,3/22/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,100.19,7474,2894,2.58,60,54,2,0,0
20260323,3/23/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,163.68,13004,4389,2.96,113,99,10,2,107.77
20260324,3/24/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,199.94,16774,4851,3.46,139,120,7,2,131.39
20260325,3/25/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,113.93,8540,2926,2.92,60,49,5,1,50.47
20260326,3/26/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,50.32,3915,1375,2.85,25,21,1,0,0
20260327,3/27/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,44.52,4023,1040,3.87,21,16,1,0,0
20260328,3/28/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,37.36,2774,779,3.56,16,14,2,0,0
20260329,3/29/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,48.06,4573,1806,2.53,26,23,2,0,0
20260330,3/30/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,30.14,2642,1740,1.52,16,13,2,0,0
20260331,3/31/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,48.6,4127,1307,3.16,21,18,1,0,0
20260401,4/1/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,26.67,2372,1159,2.05,9,8,1,0,0
20260402,4/2/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,53.91,4467,2968,1.51,22,19,0,0,0
20260403,4/3/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,37.99,3215,1323,2.43,11,9,0,0,0
20260404,4/4/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,37.18,3425,860,3.98,10,8,0,0,0
20260405,4/5/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,38.96,3036,1036,2.93,10,9,0,0,0
20260406,4/6/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,38.63,3509,1899,1.85,12,10,1,0,0
20260407,4/7/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,51.45,3898,1939,2.01,11,8,0,0,0
20260408,4/8/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,30.57,2322,634,3.66,8,6,2,0,0
20260409,4/9/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,32.69,3118,960,3.25,10,9,0,0,0
20260410,4/10/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,27.84,2350,655,3.59,6,5,2,0,0
20260411,4/11/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,31.31,2550,1594,1.6,6,5,2,0,0
20260412,4/12/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,44.98,3358,2205,1.52,9,7,2,0,0
20260413,4/13/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,50.88,4590,2459,1.87,12,10,0,0,0
20260414,4/14/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,37.51,2919,874,3.34,10,8,0,0,0
20260415,4/15/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,34.57,3023,1338,2.26,11,9,1,0,0
20260416,4/16/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,36.17,3432,1818,1.89,10,8,0,0,0
20260417,4/17/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,32.56,3048,1328,2.3,8,6,2,0,0
20260418,4/18/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,48.45,3622,1453,2.49,10,8,1,0,0
20260419,4/19/2026,CMP_009,ADS_0050,CRV_00193,AUD_003,50.34,3818,1191,3.21,9,7,0,0,0
20260219,2/19/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,24.58,2396,1418,1.69,30,27,2,0,0
20260220,2/20/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,33.29,3232,847,3.82,55,46,4,1,47.87
20260221,2/21/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,32.02,2882,845,3.41,43,36,0,0,0
20260222,2/22/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,52.28,5098,1577,3.23,78,63,5,1,54.26
20260223,2/23/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,53.59,4412,1318,3.35,66,57,6,1,68.52
20260224,2/24/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,47.44,3695,1112,3.32,45,35,0,0,0
20260225,2/25/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,27.89,2612,1539,1.7,41,33,2,0,0
20260226,2/26/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,44.81,3468,1973,1.76,43,34,5,1,48.99
20260227,2/27/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,25.37,2179,688,3.17,35,30,2,0,0
20260228,2/28/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,25.85,2183,596,3.66,26,21,2,0,0
20260301,3/1/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,36.74,3587,1698,2.11,45,35,1,0,0
20260302,3/2/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,50.47,3991,1205,3.31,63,57,6,1,53.52
20260303,3/3/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,49.12,3872,1921,2.02,46,38,6,1,62.31
20260304,3/4/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,32.53,2590,972,2.66,36,32,1,0,0
20260305,3/5/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,55.93,4072,2273,1.79,56,49,3,1,49.95
20260306,3/6/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,35.06,3352,2056,1.63,41,32,1,0,0
20260307,3/7/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,49.08,4689,1536,3.05,63,51,3,1,48.34
20260308,3/8/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,54.31,4266,1252,3.41,54,49,6,1,47.92
20260309,3/9/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,32.1,2751,917,3,37,32,0,0,0
20260310,3/10/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,25.96,2450,1119,2.19,32,27,0,0,0
20260311,3/11/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,33.6,2462,648,3.8,24,19,2,0,0
20260312,3/12/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,45.69,4228,1974,2.14,39,34,0,0,0
20260313,3/13/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,29.88,2711,1558,1.74,32,26,0,0,0
20260314,3/14/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,32.79,2518,1621,1.55,23,18,1,0,0
20260315,3/15/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,32.05,2535,1175,2.16,22,19,1,0,0
20260316,3/16/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,39.48,3041,1234,2.46,28,24,1,0,0
20260317,3/17/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,52.9,4678,2476,1.89,44,35,4,1,52.99
20260318,3/18/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,49.11,4743,1248,3.8,48,42,1,0,0
20260319,3/19/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,41.22,3278,977,3.36,22,19,0,0,0
20260320,3/20/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,162.35,11936,4733,2.52,97,85,3,1,50.85
20260321,3/21/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,236.31,19013,6747,2.82,106,89,8,2,101.14
20260322,3/22/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,173.34,16123,5314,3.03,120,108,3,1,57.09
20260323,3/23/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,154.96,12669,5277,2.4,90,77,2,1,60.34
20260324,3/24/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,175.53,16613,7019,2.37,107,96,7,2,104.54
20260325,3/25/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,156.59,12824,3858,3.32,82,71,3,1,59.45
20260326,3/26/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,28.93,2515,841,2.99,16,13,1,0,0
20260327,3/27/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,49.52,3689,1149,3.21,22,17,1,0,0
20260328,3/28/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,45.39,4337,1770,2.45,22,17,2,0,0
20260329,3/29/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,33.26,2423,1031,2.35,8,7,1,0,0
20260330,3/30/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,38.87,3472,2035,1.71,14,11,0,0,0
20260331,3/31/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,44.94,3979,1449,2.75,13,10,2,0,0
20260401,4/1/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,54.13,4058,1553,2.61,16,14,0,0,0
20260402,4/2/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,24.15,2226,879,2.53,8,6,1,0,0
20260403,4/3/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,53.62,3928,1477,2.66,14,11,2,0,0
20260404,4/4/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,34.74,3177,1032,3.08,7,6,1,0,0
20260405,4/5/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,50.26,4173,1544,2.7,10,8,2,0,0
20260406,4/6/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,24.11,1992,505,3.94,6,4,0,0,0
20260407,4/7/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,37.2,2887,770,3.75,9,7,2,0,0
20260408,4/8/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,49.82,4105,1666,2.46,9,7,1,0,0
20260409,4/9/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,33.63,3178,912,3.48,9,7,1,0,0
20260410,4/10/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,26.94,2302,1065,2.16,7,5,0,0,0
20260411,4/11/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,48.33,4127,1428,2.89,8,6,0,0,0
20260412,4/12/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,25.86,2137,624,3.42,5,4,2,0,0
20260413,4/13/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,25.74,2077,708,2.93,4,3,2,0,0
20260414,4/14/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,35.59,2732,853,3.2,6,5,1,0,0
20260415,4/15/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,38.25,3124,1024,3.05,8,6,2,0,0
20260416,4/16/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,35.4,2861,756,3.78,6,4,0,0,0
20260417,4/17/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,37.73,3442,1008,3.41,10,9,2,0,0
20260418,4/18/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,38.45,3536,930,3.8,6,4,2,0,0
20260419,4/19/2026,CMP_009,ADS_0050,CRV_00194,AUD_003,45.64,4214,1283,3.28,9,7,2,0,0
20260204,2/4/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,48.56,4434,2616,1.69,62,49,3,1,66.13
20260205,2/5/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,48.91,3742,1345,2.78,60,52,4,1,53.8
20260206,2/6/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,28.28,2190,1146,1.91,43,34,5,1,64.04
20260207,2/7/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,43.64,3956,1957,2.02,65,55,4,1,53.29
20260208,2/8/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,41.41,3619,1006,3.6,52,43,1,0,0
20260209,2/9/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,52.38,5116,1852,2.76,83,75,4,1,52.61
20260210,2/10/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,33.86,2931,748,3.92,48,42,2,1,60.23
20260211,2/11/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,29.83,2335,1274,1.83,41,36,2,0,0
20260212,2/12/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,43.77,3393,1159,2.93,54,47,5,1,53.88
20260213,2/13/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,53.84,4767,2004,2.38,67,58,5,1,48.67
20260214,2/14/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,30.89,2690,780,3.45,38,34,0,0,0
20260215,2/15/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,38.28,3234,2010,1.61,51,44,1,0,0
20260216,2/16/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,51.65,4420,2660,1.66,79,67,6,1,62.22
20260217,2/17/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,55.58,4394,2621,1.68,58,45,3,1,67.03
20260218,2/18/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,27.03,2561,699,3.66,35,27,0,0,0
20260219,2/19/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,45.44,3359,867,3.87,51,40,6,1,50.5
20260220,2/20/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,51.81,4668,1819,2.57,68,53,5,1,49.87
20260221,2/21/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,56,4950,1272,3.89,61,48,1,0,0
20260222,2/22/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,35.17,3031,1002,3.02,47,36,2,0,0
20260223,2/23/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,40.16,3202,1878,1.71,48,44,3,1,55.39
20260224,2/24/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,45.05,3568,1171,3.05,46,41,0,0,0
20260225,2/25/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,48,3937,1457,2.7,59,50,1,0,0
20260226,2/26/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,55.7,4466,1946,2.29,78,66,2,1,64.04
20260227,2/27/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,53.66,4203,1905,2.21,62,48,2,0,0
20260228,2/28/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,37.24,3089,1221,2.53,44,35,1,0,0
20260301,3/1/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,36.97,3582,1416,2.53,55,45,0,0,0
20260302,3/2/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,31.51,2707,1014,2.67,37,29,0,0,0
20260303,3/3/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,49.86,3777,1328,2.84,66,52,5,1,66.42
20260304,3/4/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,44.99,3365,1648,2.04,42,36,1,0,0
20260305,3/5/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,35.43,2967,1177,2.52,35,28,0,0,0
20260306,3/6/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,50.63,4607,1586,2.9,74,58,3,1,56.22
20260307,3/7/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,37.31,2927,794,3.69,29,22,2,0,0
20260308,3/8/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,33.85,2915,877,3.32,40,33,2,0,0
20260309,3/9/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,48.37,4227,1166,3.63,58,51,3,1,61.43
20260310,3/10/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,46.45,3383,924,3.66,49,42,3,1,59.38
20260311,3/11/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,32.36,2744,837,3.28,29,23,0,0,0
20260312,3/12/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,54.78,4218,1120,3.77,51,42,1,0,0
20260313,3/13/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,44.15,3486,958,3.64,42,35,2,0,0
20260314,3/14/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,38.82,3401,929,3.66,33,29,0,0,0
20260315,3/15/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,49.04,3671,1029,3.57,39,34,2,0,0
20260316,3/16/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,33.15,2463,700,3.52,22,19,1,0,0
20260317,3/17/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,38,2948,874,3.37,32,26,0,0,0
20260318,3/18/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,40.06,3495,959,3.64,26,23,0,0,0
20260319,3/19/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,24.02,1992,556,3.58,16,14,2,0,0
20260320,3/20/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,193.05,14400,5227,2.75,107,96,9,2,126.09
20260321,3/21/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,117.48,9024,2793,3.23,55,46,4,1,56.99
20260322,3/22/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,192.72,17426,10035,1.74,100,83,4,1,60.35
20260323,3/23/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,178.98,17442,10377,1.68,135,111,8,2,107.27
20260324,3/24/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,153.95,11542,5897,1.96,73,61,5,1,57.89
20260325,3/25/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,137.79,10453,5666,1.84,81,70,4,1,68.5
20260326,3/26/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,51.26,3790,1338,2.83,22,18,0,0,0
20260327,3/27/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,52.96,4949,2743,1.8,28,21,2,0,0
20260328,3/28/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,48.07,3996,1615,2.47,15,12,0,0,0
20260329,3/29/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,39.09,3802,1759,2.16,19,15,1,0,0
20260330,3/30/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,47.37,3490,1448,2.41,14,12,1,0,0
20260331,3/31/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,52.11,4770,1276,3.74,20,16,2,0,0
20260401,4/1/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,47.9,4425,2340,1.89,16,13,0,0,0
20260402,4/2/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,29.48,2585,1504,1.72,9,7,0,0,0
20260403,4/3/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,44.56,3334,1397,2.39,9,7,2,0,0
20260404,4/4/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,37.49,2820,898,3.14,7,6,1,0,0
20260405,4/5/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,55.15,5189,2797,1.86,11,9,1,0,0
20260406,4/6/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,44.14,3303,1499,2.2,11,9,0,0,0
20260407,4/7/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,37.69,3314,1097,3.02,9,8,0,0,0
20260408,4/8/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,32.94,2928,1063,2.75,7,5,0,0,0
20260409,4/9/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,42.62,4147,1510,2.75,13,11,2,0,0
20260410,4/10/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,53.57,4237,1484,2.86,12,10,0,0,0
20260411,4/11/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,43.87,3530,1301,2.71,10,8,1,0,0
20260412,4/12/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,47.27,4144,1619,2.56,11,9,2,0,0
20260413,4/13/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,50.63,3744,951,3.94,9,7,2,0,0
20260414,4/14/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,43.68,3322,980,3.39,10,9,0,0,0
20260415,4/15/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,37.6,2834,1324,2.14,7,5,0,0,0
20260416,4/16/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,40.47,3382,1620,2.09,10,7,1,0,0
20260417,4/17/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,51.3,4360,2005,2.17,13,11,2,0,0
20260418,4/18/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,27.07,2314,1263,1.83,5,4,0,0,0
20260419,4/19/2026,CMP_009,ADS_0050,CRV_00195,AUD_003,35.56,2670,955,2.8,7,6,0,0,0
20260204,2/4/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,7.42,1001,267,3.75,13,11,1,0,0
20260205,2/5/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,6.4,989,593,1.67,12,10,1,0,0
20260206,2/6/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,11.3,1664,698,2.38,17,13,1,0,0
20260207,2/7/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,6.8,992,321,3.09,9,7,2,0,0
20260208,2/8/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,7.96,1190,372,3.2,9,7,0,0,0
20260209,2/9/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,10.99,1666,899,1.85,18,15,0,0,0
20260210,2/10/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,9.27,1301,327,3.98,14,11,0,0,0
20260211,2/11/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,12.57,1800,1101,1.63,20,16,1,0,0
20260212,2/12/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,7.44,1100,442,2.49,10,8,1,0,0
20260213,2/13/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,8.25,1221,422,2.89,14,11,1,0,0
20260214,2/14/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,6.47,940,372,2.53,8,7,1,0,0
20260215,2/15/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,9.81,1412,550,2.57,10,8,2,0,0
20260216,2/16/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,9.71,1503,568,2.65,16,12,2,0,0
20260217,2/17/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,12.65,1788,534,3.35,22,17,1,0,0
20260218,2/18/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,6.33,904,365,2.48,9,7,1,0,0
20260219,2/19/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,13.18,2084,751,2.77,23,19,2,0,0
20260220,2/20/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,9.04,1415,472,3,17,14,0,0,0
20260221,2/21/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,8.65,1324,844,1.57,13,10,2,0,0
20260222,2/22/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,9.57,1406,418,3.36,13,10,2,0,0
20260223,2/23/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,12.79,1971,747,2.64,21,18,2,0,0
20260224,2/24/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,12.92,1731,618,2.8,15,12,2,0,0
20260225,2/25/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,8.27,1212,357,3.39,10,8,0,0,0
20260226,2/26/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,10.92,1462,624,2.34,12,9,0,0,0
20260227,2/27/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,11.18,1511,427,3.54,15,12,2,0,0
20260228,2/28/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,7.25,959,304,3.15,7,6,1,0,0
20260301,3/1/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,7.37,1233,326,3.78,9,7,1,0,0
20260302,3/2/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,10.93,1379,401,3.44,11,9,0,0,0
20260303,3/3/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,9.51,1228,320,3.84,11,8,1,0,0
20260304,3/4/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,12.22,1817,494,3.68,17,13,1,0,0
20260305,3/5/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,11.91,1668,802,2.08,19,16,0,0,0
20260306,3/6/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,11.1,1845,654,2.82,15,12,0,0,0
20260307,3/7/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,12.47,1780,678,2.63,13,10,2,0,0
20260308,3/8/2026,CMP_009,ADS_0051,CRV_00196,AUD_011,9.57,1559,450,3.46,9,8,2,0,0
